quintile,RRinc
0,0.08520290391093807
1,0.14605608623127161
2,0.15842155065349822
3,0.1523854630688445
4,0.16132609049479174
5,0.1696352688739708
6,0.16824509100690394
7,0.20748129055526693
8,0.19332350062229536
9,0.22004458228802098
10,0.2670130486957222
11,0.3081017288287681
12,0.2925526942111
13,0.33362078914477816
14,0.3438705579702384
15,0.28183632323748226
16,0.13339905039938496
17,0.02111438335554278
18,0.049144576115271156
19,0.09098751915817194
