quintile,RRinc
0,0.1642031940197077
1,0.20041287887804285
2,0.22492083517138092
3,0.22455376268898913
4,0.23154953685058402
5,0.24461555717277933
6,0.2513265306122449
7,0.285435341197423
8,0.2882070051890288
9,0.31031308385786066
10,0.34628522103705545
11,0.36576108940552454
12,0.3225770503926916
13,0.40531269427225824
14,0.3841129863031364
15,0.2479768768721429
16,0.1389997559233973
17,0.06880785432876185
18,0.09882967051235166
19,0.138236710267448
